300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0.01291
388,0.015662
389,0.018414
390,0.021162
391,0.023933
392,0.026595
393,0.031119
394,0.036072
395,0.04101
396,0.045799
397,0.050496
398,0.055192
399,0.05988
400,0.0646
401,0.069051
402,0.073181
403,0.07726
404,0.081351
405,0.08544
406,0.089527
407,0.093641
408,0.097958
409,0.10237
410,0.10674
411,0.11122
412,0.11531
413,0.12119
414,0.12869
415,0.1363
416,0.14247
417,0.14681
418,0.15135
419,0.1559
420,0.16024
421,0.16674
422,0.17611
423,0.18517
424,0.19482
425,0.20474
426,0.21369
427,0.2198
428,0.22527
429,0.23373
430,0.24764
431,0.25581
432,0.26216
433,0.26839
434,0.27538
435,0.2877
436,0.29975
437,0.31161
438,0.32447
439,0.34155
440,0.35632
441,0.3733
442,0.40126
443,0.42009
444,0.43573
445,0.45066
446,0.46808
447,0.49164
448,0.51841
449,0.5409
450,0.56022
451,0.57866
452,0.59662
453,0.61471
454,0.63129
455,0.64701
456,0.66157
457,0.68399
458,0.70904
459,0.7292
460,0.749
461,0.76349
462,0.77576
463,0.78472
464,0.79116
465,0.79795
466,0.80606
467,0.81568
468,0.82525
469,0.83505
470,0.84582
471,0.86159
472,0.87502
473,0.88209
474,0.89049
475,0.89771
476,0.90445
477,0.91053
478,0.9196
479,0.93464
480,0.94616
481,0.95499
482,0.96557
483,0.97803
484,0.98634
485,0.98812
486,0.99068
487,0.99305
488,0.99543
489,0.99794
490,0.99998
491,0.99721
492,0.99317
493,0.98915
494,0.98505
495,0.98092
496,0.97678
497,0.97264
498,0.96853
499,0.96293
500,0.95518
501,0.94787
502,0.94142
503,0.93501
504,0.9286
505,0.92226
506,0.91603
507,0.90859
508,0.89911
509,0.88932
510,0.87961
511,0.87166
512,0.86428
513,0.85679
514,0.84916
515,0.8427
516,0.83765
517,0.83288
518,0.82795
519,0.82319
520,0.81338
521,0.7998
522,0.78493
523,0.77198
524,0.76187
525,0.75139
526,0.74162
527,0.73209
528,0.7225
529,0.71298
530,0.70337
531,0.69448
532,0.68308
533,0.66796
534,0.65704
535,0.64802
536,0.63853
537,0.62806
538,0.61833
539,0.61101
540,0.60389
541,0.59662
542,0.58824
543,0.57954
544,0.57081
545,0.56257
546,0.55307
547,0.5306
548,0.51926
549,0.51453
550,0.50971
551,0.50342
552,0.49457
553,0.4856
554,0.47934
555,0.47359
556,0.46785
557,0.46159
558,0.45427
559,0.44688
560,0.4389
561,0.42956
562,0.42052
563,0.41468
564,0.40957
565,0.40423
566,0.39906
567,0.39292
568,0.38442
569,0.37523
570,0.36625
571,0.35725
572,0.34821
573,0.33947
574,0.3312
575,0.32311
576,0.3148
577,0.30744
578,0.30135
579,0.29537
580,0.28938
581,0.28336
582,0.27733
583,0.27128
584,0.26483
585,0.25804
586,0.25124
587,0.24473
588,0.23969
589,0.2357
590,0.23156
591,0.22745
592,0.22335
593,0.2192
594,0.2148
595,0.21042
596,0.20603
597,0.20165
598,0.19724
599,0.19294
600,0.18975
601,0.18652
602,0.1833
603,0.18009
604,0.17687
605,0.17365
606,0.17044
607,0.16719
608,0.16387
609,0.16056
610,0.15724
611,0.15392
612,0.1506
613,0.14728
614,0.14397
615,0.14064
616,0.13735
617,0.13381
618,0.13007
619,0.12631
620,0.12256
621,0.11881
622,0.11505
623,0.11134
624,0.10742
625,0.10485
626,0.10303
627,0.10103
628,0.099073
629,0.097105
630,0.095141
631,0.093175
632,0.091211
633,0.089245
634,0.087266
635,0.084823
636,0.081961
637,0.079183
638,0.076384
639,0.073587
640,0.070803
641,0.067968
642,0.065334
643,0.063282
644,0.061348
645,0.059403
646,0.057462
647,0.055518
648,0.053578
649,0.05163
650,0.049707
651,0.047923
652,0.04614
653,0.044359
654,0.042578
655,0.040796
656,0.039015
657,0.037234
658,0.035453
659,0.033671
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
